text,labels
ز یزدان همی آرزو خواستم / که اکنون بتو دل بیاراستم,داستان رستم و اسفندیار
که بینم پسندیده چهر ترا / بزرگی و گردی و مهر ترا,داستان رستم و اسفندیار
نشینیم با یکدگر شادکام / به یاد شهنشاه گیریم جام,داستان رستم و اسفندیار
کنون آنچ جستم همه یافتم / به خواهشگری تیز بشتافتم,داستان رستم و اسفندیار
به پیش تو آیم کنون بی سپاه / ز تو بشنوم هرچ فرمود شاه,داستان رستم و اسفندیار
بیارم برت عهد شاهان داد / ز کیخسرو آغاز تا کیقباد,داستان رستم و اسفندیار
کنون شهریارا تو در کار من / نگه کن به کردار و آزار,داستان رستم و اسفندیار
گر آن نیکویها که من کرده ام / همان رنجهایی که من برده ام,داستان رستم و اسفندیار
پرستیدن شهریاران همان / از امروز تا روز پیشی همان,داستان رستم و اسفندیار
چو پاداش آن رنج بند آیدم / که از شاه ایران گزند آیدم,داستان رستم و اسفندیار
همان به که گیتی نبیند کسی / چو بیند بدو در نماند بسی,داستان رستم و اسفندیار
بیابم بگویم همه راز خویش / ز گیتی برافرازم آواز خویش,داستان رستم و اسفندیار
به بازو ببندم یکی پالهنگ / بیاویز پایم به چرم پلنگ,داستان رستم و اسفندیار
ازان سان که من گردن ژنده پیل / ببستم فگنده به دریای نیل,داستان رستم و اسفندیار
چو از من گناهی بیابد پدید / ازان پس سر من بباید برید,داستان رستم و اسفندیار
سخنهای ناخوش ز من دور دار / به بدها دل دیو رنجور دار,داستان رستم و اسفندیار
مگوی آنچ هرگز نگفتست کس / به مردی مکن باد را در قفس,داستان رستم و اسفندیار
بزرگان به آتش نیابند راه / ز دریا گذر نیست بی آشناه,داستان رستم و اسفندیار
همان تابش مهر نتوان نهفت / نه روبه توان کرد با شیر جفت,داستان رستم و اسفندیار
تو بر راه من بر ستیزه مریز / که من خود یکی مایه ام در ستیز,داستان رستم و اسفندیار
ندیدست کس بند بر پای من / نه بگرفت پیل ژیان جای من,داستان رستم و اسفندیار
تو آن کن که از پادشاهان سزاست / مگرد از پی آنک آن نارواست,داستان رستم و اسفندیار
به مردی ز دل دور کن خشم و کین / جهان را به چشم جوانی مبین,داستان رستم و اسفندیار
به دل خرمی دار و بگذر ز رود / ترا باد از پاک یزدان درود,داستان رستم و اسفندیار
گرامی کن ایوان ما را به سور / مباش از پرستندهٔ خویش دور,داستان رستم و اسفندیار
چنان چون بدم کهتر کیقباد / کنون از تو دارم دل و مغز شاد,داستان رستم و اسفندیار
چو آیی به ایوان من با سپاه / هم ایدر به شادی بباشی دو ماه,داستان رستم و اسفندیار
برآساید از رنج مرد و ستور / دل دشمنان گردد از رشک کور,داستان رستم و اسفندیار
همه دشت نخچیر و مرغ اندر آب / اگر دیر مانی بگیرد شتاب,داستان رستم و اسفندیار
ببینم ز تو زور مردان جنگ / به شمشیر شیر افگنی گر پلنگ,داستان رستم و اسفندیار
چو خواهی که لشکر به ایران بری / به نزدیک شاه دلیران بری,داستان رستم و اسفندیار
گشایم در گنجهای کهن / که ایدر فگندم به شمشیر بن,داستان رستم و اسفندیار
به پیش تو آرم همه هرچ هست / که,داستان رستم و اسفندیار
بخواه آنچ خواهی و دیگر ببخش / مکن بر دل ما چنین روز دخش,داستان رستم و اسفندیار
درم ده سپه را و تندی مکن / چو خوبی بیابی نژندی مکن,داستان رستم و اسفندیار
چو هنگام رفتن فراز آیدت / به دیدار خسرو نیاز آیدت,داستان رستم و اسفندیار
عنان با عنان تو بندم به راه / خرامان بیایم به نزدیک شاه,داستان رستم و اسفندیار
به پوزش کنم نرم خشم ورا / ببوسم سر و پای و چشم ورا,داستان رستم و اسفندیار
بپرسم ز بیدار شاه بلند / که پایم چرا کرد باید به بند,داستان رستم و اسفندیار
همه هرچ گفتم ترا یاد دار / بگویش به پرمایه اسفندیار,داستان رستم و اسفندیار
ز رستم چو بشنید بهمن سخن / روان گشت با موبد پاک تن,داستان رستم و اسفندیار
تهمتن زمانی به ره در بماند / زواره فرامرز را پیش خواند,داستان رستم و اسفندیار
کز ایدر به نزدیک دستان شوید / به نزد مه کابلستان شوید,داستان رستم و اسفندیار
بگویید کاسفندیار آمدست / جهان را یکی خواستار آمدست,داستان رستم و اسفندیار
به ایوانها تخت زرین نهید / برو جامهٔ خسرو آیین نهید,داستان رستم و اسفندیار
چنان هم که هنگام کاوس شاه / ازان نیز پرمایه تر پایگاه,داستان رستم و اسفندیار
بسازید چیزی که باید خورش / خورشهای خوب از پی پرورش,داستان رستم و اسفندیار
که نزدیک ما پور شاه آمدست / پر از کینه و رزمخواه آمدست,داستان رستم و اسفندیار
گوی نامدارست و شاهی دلیر / نیندیشد از جنگ یک دشت شیر,داستان رستم و اسفندیار
شوم پیش او گر پذیرد نوید / به نیکی بود هرکسی را امید,داستان رستم و اسفندیار
اگر نیکویی بینم اندر سرش / ز یاقوت و زر آورم افسرش,داستان رستم و اسفندیار
ندارم ازو گنج و گوهر دریغ / نه برگستوان و نه گوپال و تیغ,داستان رستم و اسفندیار
وگر بازگرداندم ناامید / نباشد مرا روز با او سپید,داستان رستم و اسفندیار
تو دانی که آن تابداده کمند / سر ژنده پیل اندر آرد به بند,داستان رستم و اسفندیار
زواره بدو گفت مندیش ازین / نجوید کسی رزم کش نیست کین,داستان رستم و اسفندیار
ندانم به گیتی چو اسفندیار / برای و به مردی یکی نامدار,داستان رستم و اسفندیار
نیاید ز مرد خرد کار بد / ندید او ز ما هیچ کردار بد,داستان رستم و اسفندیار
زواره بیامد به نزدیک زال / وزان روی رستم برافراخت یال,داستان رستم و اسفندیار
بیامد دمان تا لب هیرمند / سرش تیز گشته ز بیم گزند,داستان رستم و اسفندیار
عنان را گران کرد بر پیش رود / همی بود تا بهمن آرد,داستان رستم و اسفندیار
چو بهمن بیامد به پرده سرای / همی بود پیش پدر بر به پای,داستان رستم و اسفندیار
بپرسید ازو فرخ اسفندیار / که پاسخ چه کرد آن یل نامدار,داستان رستم و اسفندیار
چو بشنید بنشست پیش پدر / بگفت آنچ بشنیده بد در بدر,داستان رستم و اسفندیار
نخستین درودش ز رستم بداد / پس انگاه گفتار او کرد یاد,داستان رستم و اسفندیار
همه دیده پیش پدر بازگفت / همان نیز نادیده اندر نهفت,داستان رستم و اسفندیار
بدو گفت چون رستم پیلتن / ندیده بود کس بهر انجمن,داستان رستم و اسفندیار
دل شیر دارد تن ژنده پیل / نهنگان برآرد ز دریای نیل,داستان رستم و اسفندیار
بیامد کنون تا لب هیرمند / ابی جوشن و خود و گرز و کمند,داستان رستم و اسفندیار
به دیدار شاه آمدستش نیاز / ندانم چه دارد همی با تو راز,داستان رستم و اسفندیار
ز بهمن برآشفت اسفندیار / ورا بر سر انجمن کرد خوار,داستان رستم و اسفندیار
بدو گفت کز مردم سرفراز / نزیبد که با زن نشیند به راز,داستان رستم و اسفندیار
وگر کودکان را بکاری بزرگ / فرستی نباشد دلیر و سترگ,داستان رستم و اسفندیار
تو گردنکشان را کجا دیده ای / که آواز روباه بشنیده ای,داستان رستم و اسفندیار
که رستم همی پیل جنگی کنی / دل نامور انجمن بشکنی,داستان رستم و اسفندیار
چنین گفت پس با پشوتن به راز / که این شیر رزم آور جنگ ساز,داستان رستم و اسفندیار
جوانی همی سازد از خویشتن / ز سالش همانا نیامد شکن,داستان رستم و اسفندیار
بفرمود کاسپ سیه زین کنید / به بالای او زین زرین کنید,داستان رستم و اسفندیار
پس از لشکر نامور صدسوار / برفتند با فرخ اسفندیار,داستان رستم و اسفندیار
بیامد دمان تا لب هیرمند / به فتراک بر گرد کرده کمند,داستان رستم و اسفندیار
ازین سو خروشی برآورد رخش / وزان روی اسپ یل تاج بخش,داستان رستم و اسفندیار
چنین تا رسیدند نزدیک آب / به دیدار هر دو گرفته شتاب,داستان رستم و اسفندیار
تهمتن ز خشک اندر آمد به رود / پیاده شد و داد یل را درود,داستان رستم و اسفندیار
پس از آفرین گفت کز یک خدای / همی خواستم تا بود رهنمای,داستان رستم و اسفندیار
که با نامداران بدین جایگاه / چنین تندرست آید و با سپاه,داستان رستم و اسفندیار
نشینیم یکجای و پاسخ دهیم / همی در سخن رای فرخ نهیم,داستان رستم و اسفندیار
چنان دان که یزدان گوای منست / خرد زین سخن رهنمای منست,داستان رستم و اسفندیار
که من زین سخنها نجویم فروغ / نگردم به هر کار گرد دروغ,داستان رستم و اسفندیار
که روی سیاوش گر دیدمی / بدین تازه رویی نگردیدمی,داستان رستم و اسفندیار
نمانی همی چز سیاوخش را / مر,داستان رستم و اسفندیار
خنک شاه کو چون تو دارد پسر / به بالا و فرت بنازد پدر,داستان رستم و اسفندیار
خنک شهر ایران که تخت ترا / پرستند بیدار بخت ترا,داستان رستم و اسفندیار
دژم گردد آنکس که با تو نبرد / بجوید سرش اندر آید به گرد,داستان رستم و اسفندیار
همه دشمنان از تو پر بیم باد / دل بدسگالان به دو نیم باد,داستان رستم و اسفندیار
همه ساله بخت تو پیروز باد / شبان سیه بر تو نوروز باد,داستان رستم و اسفندیار
چو بشنید گفتارش اسفندیار / فرود آمد از بارهٔ نامدار,داستان رستم و اسفندیار
گو پیلتن را به بر در گرفت / چو خشنود شد آفرین برگرفت,داستان رستم و اسفندیار
که یزدان سپاس ای جهان پهلوان / که دیدم ترا شاد و روشن روان,داستان رستم و اسفندیار
سزاوار باشد ستودن ترا / یلان جهان خاک بودن ترا,داستان رستم و اسفندیار
خنک آنک چون تو پسر باشدش / یکی شاخ بیند که بر باشدش,داستان رستم و اسفندیار
خنک آنک او را بود چون تو پشت / بود ایمن از روزگار درشت,داستان رستم و اسفندیار
خنک زال کش بگذرد روزگار / به گیتی بماند ترا یادگار,داستان رستم و اسفندیار
بدیدم ترا یادم آمد زریر / سپهدار اسپ افگن و نره شیر,داستان رستم و اسفندیار
بدو گفت رستم که ای پهلوان / جهاندار و بیدار و روشن روان,داستان رستم و اسفندیار
یکی آرزو دارم از شهریار / که باشم بران آرزو کامگار,داستان رستم و اسفندیار
خرامان بیایی سوی خان من / به دیدار روشن کنی جام من,داستان رستم و اسفندیار
سزای تو گر نیست چیزی که هست / بکوشیم و با آن بساییم دست,داستان رستم و اسفندیار
چنین پاسخ آوردش اسفندیار / که ای از یلان جهان یادگار,داستان رستم و اسفندیار
هرانکس کجا چون تو باشد به نام / همه شهر ایران بدو شادکام,داستان رستم و اسفندیار
نشاید گذر کردن از رای تو / گذشت از بر و بوم وز جای تو,داستان رستم و اسفندیار
ولیکن ز فرمان شاه جهان / نپیچم روان آشکار و نهان,داستان رستم و اسفندیار
به زابل نفرمود ما را درنگ / نه با نامداران این بوم جنگ,داستان رستم و اسفندیار
تو آن کن که بر یابی از روزگار / بران رو که فرمان دهد شهریار,داستان رستم و اسفندیار
تو خود بند بر پای نه بی درنگ / نباشد ز بند شهنشاه ننگ,داستان رستم و اسفندیار
ترا چون برم بسته نزدیک شاه / سراسر بدو بازگردد گناه,داستان رستم و اسفندیار
وزین بستگی من جگر خسته ام / به پیش تو اندر کمر بسته ام,داستان رستم و اسفندیار
به بند / وگر بر تو آید ز چیزی گزند,داستان رستم و اسفندیار
همه از من انگار ای پهلوان / بدی ناید از شاه روشن روان,داستان رستم و اسفندیار
ازان پس که من تاج بر سر نهم / جهان را به دست تو اندر نهم,داستان رستم و اسفندیار
نه نزدیک دادار باشد گناه / نه شرم آیدم نیز از روی شاه,داستان رستم و اسفندیار
چو تو بازگردی به زابلستان / به هنگام بشکوفهٔ گلستان,داستان رستم و اسفندیار
ز من نیز یابی بسی خواسته / که گردد بر و بومت آراسته,داستان رستم و اسفندیار
بدو گفت رستم که ای نامدار / همی جستم از داور کردگار,داستان رستم و اسفندیار
که خرم کنم دل به دیدار تو / کنون چون بدیدم من آزار تو,داستان رستم و اسفندیار
دو گردن فرازیم پیر و جوان / خردمند و بیدار دو پهلوان,داستان رستم و اسفندیار
بترسم که چشم بد آید همی / سر از خوب خوش برگراید همی,داستان رستم و اسفندیار
همی یابد اندر میان دیو راه / دلت کژ کند از پی تاج و گاه,داستان رستم و اسفندیار
یکی ننگ باشد مرا زین سخن / که تا جاودان آن نگردد کهن,داستان رستم و اسفندیار
که چون تو سپهبد گزیده سری / سرافراز شیری و نام آوری,داستان رستم و اسفندیار
نیایی زمانی تو در خان من / نباشی بدین مرز مهمان من,داستان رستم و اسفندیار
گر این تیزی از مغز بیرون کنی / بکوشی و بر دیو افسون کنی,داستان رستم و اسفندیار
ز من هرچ خواهی تو فرمان کنم / به دیدار تو رامش جان کنم,داستان رستم و اسفندیار
مگر بند کز بند عاری بود / شکستی بود زشت کاری بود,داستان رستم و اسفندیار
نبیند مرا زنده با بند کس / که روشن روانم برینست و بس,داستان رستم و اسفندیار
ز تو پیش بودند کنداوران / نکردند پایم به بند گران,داستان رستم و اسفندیار
به پاسخ چنین گفتش اسفندیار / که ای در جهان از گوان یادگار,داستان رستم و اسفندیار
همه راست گفتی نگفتی دروغ / به کژی نگیرند مردان فروغ,داستان رستم و اسفندیار
ولیکن پشوتن شناسد که شاه / چه فرمود تا من برفتم به راه,داستان رستم و اسفندیار
گر اکنون بیایم سوی خان تو / بوم شاد و پیروز مهمان تو,داستان رستم و اسفندیار
تو گردن بپیچی ز فرمان شاه / مرا تابش روز گردد سیاه,داستان رستم و اسفندیار
دگر آنک گر با تو جنگ آورم / به پرخاش خوی پلنگ آورم,داستان رستم و اسفندیار
فرامش کنم مهر نان و نمک / به من بر دگرگونه گردد فلک,داستان رستم و اسفندیار
وگر سربپیچم ز فرمان شاه / بدان,داستان رستم و اسفندیار
ترا آرزو گر چنین آمدست / یک امروز با می بساییم دست,داستان رستم و اسفندیار
که داند که فردا چه شاید بدن / بدین داستانی نباید زدن,داستان رستم و اسفندیار
بدو گفت رستم که ایدون کنم / شوم جامهٔ راه بیرون کنم,داستان رستم و اسفندیار
به یک هفته نخچیر کردم همی / به جای بره گور خوردم همی,داستان رستم و اسفندیار
به هنگام خوردن مرا باز خوان / چون با دوده بنشینی از پیش خوان,داستان رستم و اسفندیار
ازان جایگه رخش را برنشست / دل خسته را اندر اندیشه بست,داستان رستم و اسفندیار
بیامد دمان تا به ایوان رسید / رخ زال سام نریمان بدید,داستان رستم و اسفندیار
بدو گفت کای مهتر نامدار / رسیدم به نزدیک اسفندیار,داستان رستم و اسفندیار
سواریش دیدم چو سرو سهی / خردمند و با زیب و با فرهی,داستان رستم و اسفندیار
تو گفتی که شاه فریدون گرد / بزرگی دانایی او را سپرد,داستان رستم و اسفندیار
به دیدن فزون آمد از آگهی / همی تافت زو فر شاهنشهی,داستان رستم و اسفندیار
چو رستم برفت از لب هیرمند / پراندیشه شد نامدار بلند,داستان رستم و اسفندیار
پشوتن که بد شاه را رهنمای / بیامد هم انگه به پرده سرای,داستان رستم و اسفندیار
چنین گفت با او یل اسفندیار / که کاری گرفتیم دشخوار خوار,داستان رستم و اسفندیار
به ایوان رستم مرا کار نیست / ورا نزد من نیز دیدار نیست,داستان رستم و اسفندیار
همان گر نیاید نخوانمش نیز / گر از ما یکی را برآید قفیز,داستان رستم و اسفندیار
دل زنده از کشته بریان شود / سر از آشناییش گریان شود,داستان رستم و اسفندیار
پشوتن بدو گفت کای نامدار / برادر که یابد چو اسفندیار,داستان رستم و اسفندیار
به یزدان که دیدم شما را نخست / که یک نامور با دگر کین نجست,داستان رستم و اسفندیار
دلم گشت زان کار چون نوبهار / هم از رستم و هم ز اسفندیار,داستان رستم و اسفندیار
چو در کارتان باز کردم نگاه / ببندد همی بر خرد دیو راه,داستان رستم و اسفندیار
تو آگاهی از کار دین و خرد / روانت همیشه خرد پرورد,داستان رستم و اسفندیار
بپرهیز و با جان ستیزه مکن / نیوشنده باش از برادر سخن,داستان رستم و اسفندیار
شنیدم همه هرچ رستم بگفت / بزرگیش با مردمی بود جفت,داستان رستم و اسفندیار
نساید دو پای ورا بند تو / نیاید سبک سوی پیوند تو,داستان رستم و اسفندیار
سوار جهان پور دستان سام / به بازی سراندر نیارد به دام,داستان رستم و اسفندیار
چنو پهلوانی ز گردنکشان / ندادست دانا به گیتی نشان,داستان رستم و اسفندیار
پایش به بند / مگوی آنکه هرگز نیاید پسند,داستان رستم و اسفندیار
سخنهای ناخوب و نادلپذیر / سزد گر نگوید یل شیرگیر,داستان رستم و اسفندیار
بترسم که این کار گردد دراز / به زشتی میان دو گردن فراز,داستان رستم و اسفندیار
بزرگی و از شاه داناتری / به مردی و گردی تواناتری,داستان رستم و اسفندیار
یکی بزم جوید یکی رزم و کین / نگه کن که تا کیست با آفرین,داستان رستم و اسفندیار
چنین داد پاسخ ورا نامدار / که گر من بپیچم سر از شهریار,داستان رستم و اسفندیار
بدین گیتی اندر نکوهش بود / همان پیش یزدان پژوهش بود,داستان رستم و اسفندیار
دو گیتی به رستم نخواهم فروخت / کسی چشم دین را به سوزن ندوخت,داستان رستم و اسفندیار
بدو گفت هر چیز کامد ز پند / تن پاک و جان ترا سودمند,داستان رستم و اسفندیار
همه گفتم اکنون بهی برگزین / دل شهریاران نیازد به کین,داستان رستم و اسفندیار
سپهبد ز خوالیگران خواست خوان / کسی را نفرمود کو را بخوان,داستان رستم و اسفندیار
چو نان خورده شد جام می برگرفت / ز رویین دژ آنگه سخن درگرفت,داستان رستم و اسفندیار
ازان مردی خود همی یاد کرد / به یاد شهنشاه جامی بخورد,داستان رستم و اسفندیار
همی بود رستم به ایوان خویش / ز خوردن نگه داشت پیمان خویش,داستان رستم و اسفندیار
چو چندی برآمد نیامد کسی / نگه کرد رستم به ره بر بسی,داستان رستم و اسفندیار
چو هنگام نان خوردن اندر گذشت / ز مغز دلیر آب برتر گذشت,داستان رستم و اسفندیار
بخندید و گفت ای برادر تو خوان / بیارای و آزادگان را بخوان,داستان رستم و اسفندیار
گرینست آیین اسفندیار / تو آیین این نامدار یاددار,داستان رستم و اسفندیار
بفرمود تا رخش را زین کنند / همان زین به آرایش چین کنند,داستان رستم و اسفندیار
شوم باز گویم به اسفندیار / کجا کار ما را گرفتست خوار,داستان رستم و اسفندیار
نشست از بر رخش چون پیل مست / یکی گرزهٔ گاو پیکر به دست,داستان رستم و اسفندیار
بیامد دمان تا به نزدیک آب / سپه را به دیدار او بد شتاب,داستان رستم و اسفندیار
هرانکس که از لشکر او را بدید / دلش مهر و پیوند او برگزید,داستان رستم و اسفندیار
همی گفت هرکس که این نامدار / نماند به کس جز به سام سوار,داستان رستم و اسفندیار
برین کوههٔ زین که آهنست / همان رخش گویی که آهرمنست,داستان رستم و اسفندیار
اگر هم نبردش بود ژنده پیل / برافشاند از تارک پیل نیل,داستان رستم و اسفندیار
کسی مرد ازین سان به گیتی ندید / نه از نامداران,داستان رستم و اسفندیار
خرد نیست اندر سر شهریار / که جوید ازین نامور کارزار,داستان رستم و اسفندیار
برین سان همی از پی تاج و گاه / به کشتن دهد نامداری چو ماه,داستان رستم و اسفندیار
به پیری سوی گنج یازان ترست / به مهر و به دیهیم نازان ترست,داستان رستم و اسفندیار
همی آمد از دور رستم چو شیر / به زیر اندرون اژدهای دلیر,داستان رستم و اسفندیار
چو آمد به نزدیک اسفندیار / هم انگه پذیره شدش نامدار,داستان رستم و اسفندیار
بدو گفت رستم که ای پهلوان / نوآیین و نوساز و فرخ جوان,داستان رستم و اسفندیار
خرامی نیرزید مهمان تو / چنین بود تا بود پیمان تو,داستان رستم و اسفندیار
سخن هرچ گویم همه یاد گیر / مشو تیز با پیر بر خیره خیر,داستان رستم و اسفندیار
همی خویشتن را بزرگ آیدت / وزین نامداران سترگ آیدت,داستان رستم و اسفندیار
همانا به مردی سبک داریم / به رای و به دانش تنک داریم,داستان رستم و اسفندیار
به گیتی چنان دان که رستم منم / فروزندهٔ تخم نیرم منم,داستان رستم و اسفندیار
بخاید ز من چنگ دیو سپید / بسی جاودان را کنم ناامید,داستان رستم و اسفندیار
بزرگان که دیدند ببر مرا / همان رخش غران هژبر مرا,داستان رستم و اسفندیار
چو کاموس جنگی چو خاقان چین / سواران جنگی و مردان کین,داستان رستم و اسفندیار
که از پشت زینشان به خم کمند / ربودم سر و پای کردم به بند,داستان رستم و اسفندیار
نگهدار ایران و توران منم / به هر جای پشت دلیران منم,داستان رستم و اسفندیار
ازین خواهش من مشو بدگمان / مدان خویشتن برتر از آسمان,داستان رستم و اسفندیار
من از بهر این فر و اورند تو / بجویم همی رای و پیوند تو,داستان رستم و اسفندیار
نخواهم که چون تو یکی شهریار / تبه دارد از چنگ من روزگار,داستان رستم و اسفندیار
که من سام یل رابخوانم دلیر / کزو بیشه بگذاشتی نره شیر,داستان رستم و اسفندیار
به گیتی منم زو کنون یادگار / دگر شاهزاده یل اسفندیار,داستان رستم و اسفندیار
بسی پهلوان جهان بوده ام / سخنها ز هر گونه بشنوده ام,داستان رستم و اسفندیار
سپاسم ز یزدان که بگذشت سال / بدیدم یکی شاه فرخ همال,داستان رستم و اسفندیار
که کین خواهد از مرد ناپاک دین / جهانی بروبر کنند آفرین,داستان رستم و اسفندیار
توی نامور پرهنر شهریار / به جنگ اندرون افسر کارزار,داستان رستم و اسفندیار
بخندید از رستم اسفندیار / بدو گفت کای پور سام سوار,داستان رستم و اسفندیار
شدی تنگدل چون نیامد خرام / نجستم همی زین سخن کام و نام,داستان رستم و اسفندیار
چنین گرم بد روز و راه دراز / نکردم,داستان رستم و اسفندیار
همی گفتم از بامداد پگاه / به پوزش بسازم سوی داد راه,داستان رستم و اسفندیار
به دیدار دستان شوم شادمان / به تو شاد دارم روان یک زمان,داستان رستم و اسفندیار
کنون تو بدین رنج برداشتی / به دشت آمدی خانه بگذاشتی,داستان رستم و اسفندیار
به آرام بنشین و بردار جام / ز تندی و تیزی مبر هیچ نام,داستان رستم و اسفندیار
به دست چپ خویش بر جای کرد / ز رستم همی مجلس آرای کرد,داستان رستم و اسفندیار
جهاندیده گفت این نه جای منست / بجایی نشینم که رای منست,داستان رستم و اسفندیار
به بهمن بفرمود کز دست راست / نشستی بیارای ازان کم سزاست,داستان رستم و اسفندیار
چنین گفت با شاهزاده به خشم / که آیین من بین و بگشای چشم,داستان رستم و اسفندیار
هنر بین و این نامور گوهرم / که از تخمهٔ سام کنداورم,داستان رستم و اسفندیار
هنر باید از مرد و فر و نژاد / کفی راد دارد دلی پر ز داد,داستان رستم و اسفندیار
سزاوار من گر ترا نیست جای / مرا هست پیروزی و هوش و رای,داستان رستم و اسفندیار
ازان پس بفرمود فرزند شاه / که کرسی زرین نهد پیش گاه,داستان رستم و اسفندیار
بدان تا گو نامور پهلوان / نشیند بر شهریار جوان,داستان رستم و اسفندیار
بیامد بران کرسی زر نشست / پر از خشم بویا ترنجی بدست,داستان رستم و اسفندیار
چنین گفت با رستم اسفندیار / که این نیک دل مهتر نامدار,داستان رستم و اسفندیار
من ایدون شنیدستم از بخردان / بزرگان و بیداردل موبدان,داستان رستم و اسفندیار
ازان برگذشته نیاکان تو / سرافراز و دین دار و پاکان تو,داستان رستم و اسفندیار
که دستان بدگوهر دیوزاد / به گیتی فزونی ندارد نژاد,داستان رستم و اسفندیار
فراوان ز سامش نهان داشتند / همی رستخیز جهان داشتند,داستان رستم و اسفندیار
تنش تیره بد موی و رویش سپید / چو دیدش دل سام شد ناامید,داستان رستم و اسفندیار
بفرمود تا پیش دریا برند / مگر مرغ و ماهی ورا بشکرند,داستان رستم و اسفندیار
بیامد بگسترد سیمرغ پر / ندید اندرو هیچ آیین و فر,داستان رستم و اسفندیار
ببردش به جایی که بودش کنام / ز دستان مر او را خورش بود کام,داستان رستم و اسفندیار
اگر چند سیمرغ ناهار بود / تن زال پیش اندرش خوار بود,داستان رستم و اسفندیار
بینداختش پس به پیش کنام / به دیدار او کس نبد شادکام,داستان رستم و اسفندیار
همی خورد افگنده مردار اوی / ز جامه برهنه تن خوار اوی,داستان رستم و اسفندیار
چو افگند سیمرغ بر زال مهر / برو گشت زین گونه چندی,داستان رستم و اسفندیار
ازان پس که مردار چندی چشید / برهنه سوی سیستانش کشید,داستان رستم و اسفندیار
پذیرفت سامش ز بی بچگی / ز نادانی و دیوی و غرچگی,داستان رستم و اسفندیار
خجسته بزرگان و شاهان من / نیای من و نیکخواهان من,داستان رستم و اسفندیار
ورا برکشیدند و دادند چیز / فراوان برین سال بگذشت نیز,داستان رستم و اسفندیار
یکی سرو بد نابسوده سرش / چو با شاخ شد رستم آمد برش,داستان رستم و اسفندیار
ز مردی و بالا و دیدار اوی / به گردون برآمد چنین کار اوی,داستان رستم و اسفندیار
برین گونه ناپارسایی گرفت / ببالید و پس پادشاهی گرفت,داستان رستم و اسفندیار
بدو گفت رستم که آرام گیر / چه گویی سخنهای نادلپذیر,داستان رستم و اسفندیار
دلت بیش کژی بپالد همی / روانت ز دیوان ببالد همی,داستان رستم و اسفندیار
تو آن گوی کز پادشاهان سزاست / نگوید سخن پادشا جز که راست,داستان رستم و اسفندیار
جهاندار داند که دستان سام / بزرگست و بادانش و نیک نام,داستان رستم و اسفندیار
همان سام پور نریمان بدست / نریمان گرد از کریمان بدست,داستان رستم و اسفندیار
بزرگست و گرشاسپ بودش پدر / به گیتی بدی خسرو تاجور,داستان رستم و اسفندیار
همانا شنیدستی آواز سام / نبد در زمانه چنو نیک نام,داستان رستم و اسفندیار
بکشتش به طوس اندرون اژدها / که از چنگ او کس نیابد رها,داستان رستم و اسفندیار
به دریا نهنگ و به خشکی پلنگ / ورا کس ندیدی گریزان ز جنگ,داستان رستم و اسفندیار
به دریا سر ماهیان برفروخت / هم اندر هوا پر کرگس بسوخت,داستان رستم و اسفندیار
همی پیل را درکشیدی به دم / دل خرم از یاد او شدم دژم,داستان رستم و اسفندیار
و دیگر یکی دیو بد بدگمان / تنش بر زمین و سرش به آسمان,داستان رستم و اسفندیار
که دریای چین تا میانش بدی / ز تابیدن خور زیانش بدی,داستان رستم و اسفندیار
همی ماهی از آب برداشتی / سر از گنبد ماه بگذاشتی,داستان رستم و اسفندیار
به خورشید ماهیش بریان شدی / ازو چرخ گردنده گریان نشدی,داستان رستم و اسفندیار
دو پتیاره زین گونه پیچان شدند / ز تیغ یلی هر دو بیجان شدند,داستان رستم و اسفندیار
همان مادرم دخت مهراب بود / بدو کشور هند شاداب بود,داستان رستم و اسفندیار
که ضحاک بودیش پنجم پدر / ز شاهان گیتی برآورده سر,داستان رستم و اسفندیار
نژادی ازین نامورتر کراست / خردمند گردن نپیچد ز راست,داستان رستم و اسفندیار
دگر آنک اندر جهان سربسر / یلان را ز من جست باید هنر,داستان رستم و اسفندیار
همان عهد کاوس دارم نخست / که بر من بهانه نیارند جست,داستان رستم و اسفندیار
همان عهد کیخسرو دادگر / که چون او نبست از,داستان رستم و اسفندیار
زمین را سراسر همه گشته ام / بسی شاه بیدادگر کشته ام,داستان رستم و اسفندیار
چو من برگذشتم ز جیحون بر آب / ز توران به چین آمد افراسیاب,داستان رستم و اسفندیار
ز کاوس در جنگ هاماوران / به تنها برفتم به مازندران,داستان رستم و اسفندیار
نه ارژنگ ماندم نه دیو سپید / نه سنجه نه اولاد غندی نه بید,داستان رستم و اسفندیار
همی از پی شاه فرزند را / بکشتم دلیر خردمند را,داستان رستم و اسفندیار
که گردی چو سهراب هرگز نبود / به زور و به مردی و رزم آزمود,داستان رستم و اسفندیار
ز پانصد همانا فزونست سال / که تا من جدا گشتم از پشت زال,داستان رستم و اسفندیار
همی پهلوان بودم اندر جهان / یکی بود با آشکارم نهان,داستان رستم و اسفندیار
به سام فریدون فرخ نژاد / که تاج بزرگی به سر بر نهاد,داستان رستم و اسفندیار
ز تخت اندرآورد ضحاک را / سپرد آن سر و تاج او خاک را,داستان رستم و اسفندیار
دگر سام کو بود ما را نیا / ببرد از جهان دانش و کیمیا,داستان رستم و اسفندیار
سه دیگر که چون من ببستم کمر / تن آسان شد اندر جهان تاجور,داستان رستم و اسفندیار
